"label","secondary_label","percent"
"[76,91)","[5,10)",0.00028663561447509853
"[76,91)","[10,15)",0.00019450522732798444
"[76,91)","[15,20)",0.00030988534242330338
"[76,91)","[20,25)",0.00059501884226333834
"[76,91)","[25,30)",0.00095364075429907405
"[76,91)","[30,45)",0.00068914094626960098
"[76,91)","[45,60)",0.00099576798605924820
"[76,91)","[60,75)",0.00117144318500552723
"[76,91)","[75,90)",0.00164816428598492024
"[76,91)","[90,120)",0.00275513456896944305
"[76,91)","[120,150)",0.00577430208238610530
"[76,91)","[150,180)",0.00646861052672971432
"[76,91)","[180,240)",0.00737222230546773154
"[76,91)","[240,300)",0.01174328863362477885
"[76,91)","[300,360)",0.01342433556318929669
"[76,91)","[360,)",0.01496130696474634566
"[91,)","[0,5)",0.00039558079737786443
"[91,)","[5,10)",0.00050161232533142243
"[91,)","[10,15)",0.00048626306831996110
"[91,)","[15,20)",0.00069724202045243260
"[91,)","[20,25)",0.00082169268693508628
"[91,)","[25,30)",0.00086135293936690559
"[91,)","[30,45)",0.00129920014460662479
"[91,)","[45,60)",0.00224047796863330844
"[91,)","[60,75)",0.00311834876008513587
"[91,)","[75,90)",0.00356155041109385064
"[91,)","[90,120)",0.00507764470148913885
"[91,)","[120,150)",0.00730502258191628020
"[91,)","[150,180)",0.01073514087414718547
"[91,)","[180,240)",0.01426495047724650494
"[91,)","[240,300)",0.01740981000487166996
"[91,)","[300,360)",0.01776351473512927138
"[91,)","[360,)",0.02123817712811693895
"cancelled","[0,5)",0.00276906558164505100
"cancelled","[5,10)",0.00210199450615072256
"cancelled","[10,15)",0.00218818380743982495
"cancelled","[15,20)",0.00260820163206280343
"cancelled","[20,25)",0.00337177343949225059
"cancelled","[25,30)",0.00381456301719629618
"cancelled","[30,45)",0.00520809797098829590
"cancelled","[45,60)",0.00659696290764251929
"cancelled","[60,75)",0.00843109109208203402
"cancelled","[75,90)",0.00920698670101920964
"cancelled","[90,120)",0.01078145635047133294
"cancelled","[120,150)",0.01424630959958776636
"cancelled","[150,180)",0.01865869723363677474
"cancelled","[180,240)",0.02063323194030298036
"cancelled","[240,300)",0.02517884156816491885
"cancelled","[300,360)",0.02648707286205026216
"cancelled","[360,)",0.02592433361994840929
