"label","secondary_label","percent"
"[1,2)","[60,75)",0.06350541998713062416
"[1,2)","[75,90)",0.05615125222596900693
"[1,2)","[90,120)",0.04780500022769707182
"[1,2)","[120,150)",0.04243581582855930405
"[1,2)","[150,180)",0.03871335600951613220
"[1,2)","[180,240)",0.03874911967873893043
"[1,2)","[240,300)",0.04022973769903335812
"[1,2)","[300,360)",0.04253299584161996022
"[1,2)","[360,)",0.03181427343078245916
"[2,3)","[0,5)",0.07405837642338447628
"[2,3)","[5,10)",0.08324375970380986504
"[2,3)","[10,15)",0.08183807439824945295
"[2,3)","[15,20)",0.07907240987501291189
"[2,3)","[20,25)",0.07723911257189811011
"[2,3)","[25,30)",0.07632202294890331313
"[2,3)","[30,45)",0.07187401147815084279
"[2,3)","[45,60)",0.06099078914612895195
"[2,3)","[60,75)",0.05393588410962068340
"[2,3)","[75,90)",0.04707687644451180237
"[2,3)","[90,120)",0.04086023953731955007
"[2,3)","[120,150)",0.03531266102876542087
"[2,3)","[150,180)",0.03346375415347712393
"[2,3)","[180,240)",0.03224598049058243553
"[2,3)","[240,300)",0.03028127483910668957
"[2,3)","[300,360)",0.02969625745796420177
"[2,3)","[360,)",0.02364574376612209802
"[3,4)","[0,5)",0.04910853041733774123
"[3,4)","[5,10)",0.05883195987101397349
"[3,4)","[10,15)",0.06114758084123510819
"[3,4)","[15,20)",0.06326825741142443962
"[3,4)","[20,25)",0.06485705380670387896
"[3,4)","[25,30)",0.06644722675116128834
"[3,4)","[30,45)",0.06468886980884811785
"[3,4)","[45,60)",0.05782369374602384311
"[3,4)","[60,75)",0.05154350014024319820
"[3,4)","[75,90)",0.04766415337400068200
"[3,4)","[90,120)",0.04070085158704859056
"[3,4)","[120,150)",0.03440332211815343579
"[3,4)","[150,180)",0.03049487819744008179
"[3,4)","[180,240)",0.02655198765302605751
"[3,4)","[240,300)",0.02405066536755467809
"[3,4)","[300,360)",0.01830591213162176822
"[3,4)","[360,)",0.01444539982803095443
"[4,5)","[0,5)",0.03243762538498488316
"[4,5)","[5,10)",0.03969903260480114654
"[4,5)","[10,15)",0.04276683685874057865
"[4,5)","[15,20)",0.04803222807561202355
"[4,5)","[20,25)",0.05284334003910123821
"[4,5)","[25,30)",0.05389608392038637832
"[4,5)","[30,45)",0.05214876406525373944
"[4,5)","[45,60)",0.05244378059912040495
"[4,5)","[60,75)",0.04651124420465607418
"[4,5)","[75,90)",0.04381843670670253476
"[4,5)","[90,120)",0.03562320688555945171
"[4,5)","[120,150)",0.03020520748082810463
"[4,5)","[150,180)",0.02703446648709227109
"[4,5)","[180,240)",0.02210168272472541469
"[4,5)","[240,300)",0.02194815517550832030
"[4,5)","[300,360)",0.02110829868016633520
"[4,5)","[360,)",0.01685296646603611350
"[5,6)","[0,5)",0.02675821536548840101
"[5,6)","[5,10)",0.03047892033918547713
"[5,6)","[10,15)",0.03481643569170921469
"[5,6)","[15,20)",0.03886478669558929863
"[5,6)","[20,25)",0.04199132972544130564
"[5,6)","[25,30)",0.04525179192173993294
"[5,6)","[30,45)",0.04622893036287224908
"[5,6)","[45,60)",0.04815644621469864188
"[5,6)","[60,75)",0.04571928261479318253
"[5,6)","[75,90)",0.04309854885765165006
"[5,6)","[90,120)",0.03513365818115579034
"[5,6)","[120,150)",0.02902306689703252402
"[5,6)","[150,180)",0.02534358349226322723
"[5,6)","[180,240)",0.02318054452552557052
"[5,6)","[240,300)",0.01951232019691802774
"[5,6)","[300,360)",0.01717591755559573314
"[5,6)","[360,)",0.01276870163370593293
"[6,7)","[0,5)",0.01732078777090220678
"[6,7)","[5,10)",0.01937179027827540905
"[6,7)","[10,15)",0.02543155847313396548
"[6,7)","[15,20)",0.03039458733601900630
"[6,7)","[20,25)",0.03159266710112486895
"[6,7)","[25,30)",0.03669978773802565601
"[6,7)","[30,45)",0.03919065479687288174
"[6,7)","[45,60)",0.04200204685641578845
"[6,7)","[60,75)",0.04283192265175139006
"[6,7)","[75,90)",0.03965066494903951805
"[6,7)","[90,120)",0.03486042169497700260
"[6,7)","[120,150)",0.02946258070382831681
"[6,7)","[150,180)",0.02406559053105522896
"[6,7)","[180,240)",0.02207171434136985480
"[6,7)","[240,300)",0.02148662854798594908
"[6,7)","[300,360)",0.02038510215150967275
"[6,7)","[360,)",0.01401547721410146174
"[7,8)","[0,5)",0.01246079511740272951
"[7,8)","[5,10)",0.01473784784426131614
"[7,8)","[10,15)",0.01772428884026258206
"[7,8)","[15,20)",0.02073649416382605103
"[7,8)","[20,25)",0.02640750290425863486
"[7,8)","[25,30)",0.02956286338327129541
"[7,8)","[30,45)",0.03260427493334538389
"[7,8)","[45,60)",0.03572317649987552900
"[7,8)","[60,75)",0.03570426834298536521
"[7,8)","[75,90)",0.03493350509604819460
"[7,8)","[90,120)",0.03343731499612914978
"[7,8)","[120,150)",0.02928071292170591980
"[7,8)","[150,180)",0.02585478067674642654
"[7,8)","[180,240)",0.02049837421520296088
"[7,8)","[240,300)",0.02028153124278864644
"[7,8)","[300,360)",0.02201229434098716326
"[7,8)","[360,)",0.01904557179707652623
"[8,9)","[0,5)",0.01031335650306575118
"[8,9)","[5,10)",0.01120267526573510092
"[8,9)","[10,15)",0.01609530756139071238
"[8,9)","[15,20)",0.01784423096787521950
"[8,9)","[20,25)",0.01824724449607570906
"[8,9)","[25,30)",0.02196449995385609253
"[8,9)","[30,45)",0.02686519951195264133
"[8,9)","[45,60)",0.03064752579315686112
"[8,9)","[60,75)",0.03430183636093649458
"[8,9)","[75,90)",0.03493350509604819460
"[8,9)","[90,120)",0.03361947265358167494
"[8,9)","[120,150)",0.02887151041193052651
"[8,9)","[150,180)",0.02530426063191836574
"[8,9)","[180,240)",0.02418448536793682665
"[8,9)","[240,300)",0.01846106510089484885
"[8,9)","[300,360)",0.01785391430121135419
"[8,9)","[360,)",0.01427343078245915735
"[9,10)","[0,5)",0.00844847560114153316
"[9,10)","[5,10)",0.00976949719335960826
"[9,10)","[10,15)",0.01115973741794310722
"[9,10)","[15,20)",0.01492614399338911269
"[9,10)","[20,25)",0.01592383758819029269
"[9,10)","[25,30)",0.01848832559141108069
"[9,10)","[30,45)",0.02178137285914410954
"[9,10)","[45,60)",0.02764639172406162697
"[9,10)","[60,75)",0.02945107162302628323
"[9,10)","[75,90)",0.02983745690145114235
"[9,10)","[90,120)",0.03013570745480213124
"[9,10)","[120,150)",0.02743172380346155012
"[9,10)","[150,180)",0.02388863765950335227
"[9,10)","[180,240)",0.02072313709036966001
"[9,10)","[240,300)",0.01730724853208892080
"[9,10)","[300,360)",0.01518712710178991141
"[9,10)","[360,)",0.01023215821152192605
"[10,11)","[0,5)",0.01246079511740272951
"[10,11)","[5,10)",0.01392571360324853696
"[10,11)","[10,15)",0.01373693168003890105
"[10,11)","[15,20)",0.01675963226939365768
"[10,11)","[20,25)",0.01671719604454141048
"[10,11)","[25,30)",0.01950349155566493371
"[10,11)","[30,45)",0.02157801979303176827
