"label","secondary_label","percent"
"[11,16)","[76,91)",0.09550976575609101282
"[11,16)","[91,)",0.07883385393425554068
"[16,21)","[0,1)",0.01579013325535736664
"[16,21)","[1,2)",0.01500796307732310593
"[16,21)","[2,3)",0.01795467254761151582
"[16,21)","[3,4)",0.02295163088350990929
"[16,21)","[4,5)",0.02608466393131972251
"[16,21)","[5,6)",0.02811821427257001951
"[16,21)","[6,7)",0.03106533450411752142
"[16,21)","[7,8)",0.03611988548126393188
"[16,21)","[8,9)",0.03436870560797201315
"[16,21)","[9,10)",0.03915102208420485314
"[16,21)","[10,11)",0.04006583132796725030
"[16,21)","[11,16)",0.04585386099347470198
"[16,21)","[16,21)",0.04841717112101158983
"[16,21)","[21,26)",0.04592326398660691735
"[16,21)","[26,31)",0.05108276256761496852
"[16,21)","[31,46)",0.05505378788661658176
"[16,21)","[46,61)",0.05235433868203770058
"[16,21)","[61,76)",0.05672072511482339552
"[16,21)","[76,91)",0.06285656755486945433
"[16,21)","[91,)",0.05046110367395507958
"[21,26)","[0,1)",0.00930208194504948755
"[21,26)","[1,2)",0.00924692040172912536
"[21,26)","[2,3)",0.01012573967823715580
"[21,26)","[3,4)",0.01215413399015326107
"[21,26)","[4,5)",0.01371792970487913392
"[21,26)","[5,6)",0.01520528714963958422
"[21,26)","[6,7)",0.01712667410272840180
"[21,26)","[7,8)",0.01947029802338971233
"[21,26)","[8,9)",0.01883812148839181597
"[21,26)","[9,10)",0.02022353680914678746
"[21,26)","[10,11)",0.02151965258761375266
"[21,26)","[11,16)",0.02268098286821050043
"[21,26)","[16,21)",0.02608364105483623297
"[21,26)","[21,26)",0.02811392779569776084
"[21,26)","[26,31)",0.03393209887939151144
"[21,26)","[31,46)",0.03025245688185265943
"[21,26)","[46,61)",0.03092381990964324661
"[21,26)","[61,76)",0.03511766857700280454
"[21,26)","[76,91)",0.03963353245184240553
"[21,26)","[91,)",0.03272348653874758292
"[26,31)","[0,1)",0.00611474800037396637
"[26,31)","[1,2)",0.00633795950206389963
"[26,31)","[2,3)",0.00652461046486350341
"[26,31)","[3,4)",0.00772560346720858017
"[26,31)","[4,5)",0.00856855669253711668
"[26,31)","[5,6)",0.00843336119917769471
"[26,31)","[6,7)",0.01062407543647309174
"[26,31)","[7,8)",0.01042712107926513623
"[26,31)","[8,9)",0.01016643697657161030
"[26,31)","[9,10)",0.01162596722657803898
"[26,31)","[10,11)",0.01215666749647332172
"[26,31)","[11,16)",0.01391525567024571705
"[26,31)","[16,21)",0.01574210935908618465
"[26,31)","[21,26)",0.01704442953116994638
"[26,31)","[26,31)",0.01931065039599756309
"[26,31)","[31,46)",0.01958271760584484701
"[26,31)","[46,61)",0.02143051877239445396
"[26,31)","[61,76)",0.02300532455391618908
"[26,31)","[76,91)",0.02698167662259212028
"[26,31)","[91,)",0.02630893946154990332
"[31,46)","[0,1)",0.00910913121114048471
"[31,46)","[1,2)",0.00738616049663600611
"[31,46)","[2,3)",0.00912276072580294537
"[31,46)","[3,4)",0.01059177733359650610
"[31,46)","[4,5)",0.01212780331866791899
"[31,46)","[5,6)",0.01156695426321130197
"[31,46)","[6,7)",0.01397030321728330604
"[31,46)","[7,8)",0.01583612411126488268
"[31,46)","[8,9)",0.01514894519240962578
"[31,46)","[9,10)",0.01534730331455555698
"[31,46)","[10,11)",0.01796531408181893619
"[31,46)","[11,16)",0.01980262702810720242
"[31,46)","[16,21)",0.02234397605778722560
"[31,46)","[21,26)",0.02392137336825926006
"[31,46)","[26,31)",0.02734137020695257260
"[31,46)","[31,46)",0.02619123892982256714
"[31,46)","[46,61)",0.03339694656488549618
"[31,46)","[61,76)",0.03747510466203308540
"[31,46)","[76,91)",0.04211692059869789919
"[31,46)","[91,)",0.04168525955674550052
"[46,61)","[0,1)",0.00340945936000031827
"[46,61)","[1,2)",0.00377027334481749927
"[46,61)","[2,3)",0.00370607469419636499
"[46,61)","[3,4)",0.00399207145696708209
"[46,61)","[4,5)",0.00432959282877716809
"[46,61)","[5,6)",0.00450059674968585204
"[46,61)","[6,7)",0.00507076124704337439
"[46,61)","[7,8)",0.00570480788531223259
"[46,61)","[8,9)",0.00586239796459238842
"[46,61)","[9,10)",0.00595413774076402880
"[46,61)","[10,11)",0.00623738002378779078
"[46,61)","[11,16)",0.00684041841840303130
"[46,61)","[16,21)",0.00781360172567781428
"[46,61)","[21,26)",0.00860880797234790264
"[46,61)","[26,31)",0.00847379400742149279
"[46,61)","[31,46)",0.01051473095722803790
"[46,61)","[46,61)",0.01423508334631562549
"[46,61)","[61,76)",0.01524204365321302280
"[46,61)","[76,91)",0.02422981408148197866
"[46,61)","[91,)",0.01829540383757251227
"[61,76)","[0,1)",0.00150050691008959942
"[61,76)","[1,2)",0.00157636428641076478
"[61,76)","[2,3)",0.00156218844310380757
"[61,76)","[3,4)",0.00179865615087583713
"[61,76)","[4,5)",0.00190320826536160957
"[61,76)","[5,6)",0.00180865103024758540
"[61,76)","[6,7)",0.00192230106557182524
"[61,76)","[7,8)",0.00192273154653115987
"[61,76)","[8,9)",0.00206721085550726174
"[61,76)","[9,10)",0.00232262700663424399
"[61,76)","[10,11)",0.00247558985423063093
"[61,76)","[11,16)",0.00335103643867833893
"[61,76)","[16,21)",0.00339494727385733909
"[61,76)","[21,26)",0.00365134688517019173
"[61,76)","[26,31)",0.00370151568298041243
"[61,76)","[31,46)",0.00469675205902716779
"[61,76)","[46,61)",0.00563756036765851379
"[61,76)","[61,76)",0.00662520830792992724
"[61,76)","[76,91)",0.00651050406067521310
"[61,76)","[91,)",0.00968689573107243790
"[76,91)","[0,1)",0.00071477969468695898
"[76,91)","[1,2)",0.00072317743036370137
"[76,91)","[2,3)",0.00078859032732495469
"[76,91)","[3,4)",0.00082287823904056845
"[76,91)","[4,5)",0.00102987460246840345
"[76,91)","[5,6)",0.00111463377445490728
"[76,91)","[6,7)",0.00106794503642879180
"[76,91)","[7,8)",0.00097193023231245444
"[76,91)","[8,9)",0.00096469839923672215
"[76,91)","[9,10)",0.00123189056705462665
"[76,91)","[10,11)",0.00099576798605924820
"[76,91)","[11,16)",0.00129891091315742954
"[76,91)","[16,21)",0.00134753291793106690
"[76,91)","[21,26)",0.00185453784483940568
"[76,91)","[26,31)",0.00223383240718518655
"[76,91)","[31,46)",0.00216494951895751739
"[76,91)","[46,61)",0.00353442903879108895
"[76,91)","[61,76)",0.00371905865138397756
"[76,91)","[76,91)",0.00540304718437479025
"[76,91)","[91,)",0.00630298973672467648
"[91,)","[0,1)",0.00129694720112030777
"[91,)","[1,2)",0.00141385250430656223
"[91,)","[2,3)",0.00130882006797468715
"[91,)","[3,4)",0.00136775707299986378
"[91,)","[4,5)",0.00152833391006311072
"[91,)","[5,6)",0.00171401231354858384
"[91,)","[6,7)",0.00196185458543955827
"[91,)","[7,8)",0.00218684302270302249
"[91,)","[8,9)",0.00188699247323226969
"[91,)","[9,10)",0.00165535294947965456
"[91,)","[10,11)",0.00224047796863330844
"[91,)","[11,16)",0.00239798937813679300
"[91,)","[16,21)",0.00239735507492387484
"[91,)","[21,26)",0.00238131318598055983
"[91,)","[26,31)",0.00319382649952923367
"[91,)","[31,46)",0.00361686077152807201
"[91,)","[46,61)",0.00599781897491821156
"[91,)","[61,76)",0.00642198105922042027
"[91,)","[76,91)",0.00755084233841197396
"[91,)","[91,)",0.01202959988100550350
"cancelled","[0,1)",0.00683284299976726561
"cancelled","[1,2)",0.00984008840640946469
"cancelled","[2,3)",0.00542867980084346182
"cancelled","[3,4)",0.00524306877983281116
"cancelled","[4,5)",0.00519468749485062699
"cancelled","[5,6)",0.00571512694732303874
"cancelled","[6,7)",0.00586183164439803498
"cancelled","[7,8)",0.00607456395195284025
"cancelled","[8,9)",0.00630764337962472172
"cancelled","[9,10)",0.00700637760012318906
"cancelled","[10,11)",0.00659696290764251929
"cancelled","[11,16)",0.00669822994566094582
"cancelled","[16,21)",0.00816354244467541693
"cancelled","[21,26)",0.00936649853152353531
"cancelled","[26,31)",0.01104916277438292687
"cancelled","[31,46)",0.01027705153509905032
"cancelled","[46,61)",0.01260905125408942203
"cancelled","[61,76)",0.01304718936715034752
"cancelled","[76,91)",0.01570575206389690583
"cancelled","[91,)",0.01790495314591700134
