"stop_id","count"
"de:05914:2433",24
"de:05914:2434",24
"de:05914:2435:90:1",12
"de:05914:2435:90:2",12
"de:05915:35259:91:1",17
"de:05915:35259:92:2",16
"de:05915:7120:91:1",12
"de:05915:7120:92:2",12
"de:05915:7756:92:1",8
"de:05915:7756:92:2",13
"de:05915:7756:93:3",6
"de:05915:7756:93:4",22
"de:05915:7756:94:5",5
"de:05915:7756:94:6",18
"de:05915:7756:95:8",16
"de:05915:7756:95:9",6
"de:05915:7756:96:10",5
"de:05915:7756:96:11",8
"de:05915:7756:97:13",1
"de:05916:7500:90:3",12
"de:05916:7501:97:1",18
"de:05916:7501:97:3",18
"de:05916:7501:98:6",12
"de:05916:7501:98:7",12
"de:05916:7590:90:7",24
"de:05916:7590:90:8",12
"de:05916:7590:91:5",12
"de:05916:7590:91:6",24
"de:05916:7590:92:3",12
"de:05916:7590:92:4",24
"de:05954:2269",12
"de:05954:2436",12
"de:05954:5372:90:10",12
"de:05954:5372:98:11",12
"de:05954:5469:90:3",17
"de:05954:5469:90:4",23
"de:05954:5469:98:1",18
"de:05954:5469:98:2",12
"de:05954:8080:90:1",24
"de:05954:8080:90:2",24
"de:05954:8088:97:1",12
"de:05954:8088:98:2",12
"de:05954:8092:97:1",12
"de:05954:8092:98:2",12
"de:05954:8093:98:1",12
"de:05954:8093:98:2",12
"de:05954:8132:90:1",18
"de:05954:8132:90:2",18
"de:05954:8174:90:3",18
"de:05954:8174:90:4",18
"de:05954:8174:98:1",12
"de:05954:8174:98:2",12
"de:05954:8198:98:1",12
"de:05954:8198:98:2",12
"de:05954:8313:97:1",12
"de:05954:8313:98:2",12
"de:05954:8435:98:1",24
"de:05954:8437:98:1",24
"de:05958:11019:91:1",12
"de:05958:11019:92:2",12
"de:05958:11240:91:1",12
"de:05958:11240:92:2",12
"de:05958:11312:91:1",6
"de:05958:11312:92:2",6
"de:05958:11467:91:1",6
"de:05958:11467:92:2",6
"de:05958:11512:91:1",12
"de:05958:11524:91:1",9
"de:05958:11524:92:2",15
"de:05958:11542:91:1",12
"de:05958:11542:92:2",12
"de:05958:12104:91:1",6
"de:05958:24500:92:2",6
"de:05958:31745:91:1",6
"de:05958:31895:91:1",6
"de:05958:35292:91:1",12
"de:05958:35319:91:1",12
"de:05958:35319:92:2",12
"de:05958:60005:93:7",15
"de:05958:60005:93:9",3
"de:05958:60854:91:1",12
"de:05958:60854:92:2",12
"de:05958:63359:91:1",6
"de:05962:1001:92:2",18
"de:05962:1001:92:3",19
"de:05962:1001_G",12
"de:05962:2003:91:1",17
"de:05962:2003:91:2",5
"de:05962:2062:91:1",10
"de:05962:2072:91:1",11
"de:05962:2072:92:2",11
"de:05962:2403:91:1",12
"de:05962:2403:91:2",12
"de:05962:2630:90:1",12
"de:05962:2677:90:1",6
"de:05962:2677:90:2",6
"de:05962:2854:91:1",11
"de:05962:2854:92:2",11
"de:05962:3000:91:1",10
"de:05962:3017",10
"de:05962:3023:90:3",5
"de:05962:3023:91:2",5
"de:05962:3024",10
"de:05962:3027",10
"de:05962:3116",10
"de:05962:3141",10
"de:05962:3200:91:2",12
"de:05962:3200:91:3",12
"de:05962:3517:90:90",12
"de:05962:40:91:1",12
"de:05962:505:91:1",24
"de:05962:505:92:2",24
"de:05962:5999:91:1",24
"de:05962:6021:91:1",24
"de:05962:6023:91:1",24
"de:05962:6058:91:1",10
"de:05962:748:91:1",12
"de:05962:748:92:2",12
"de:05966:10238:91:2",12
"de:05966:10238:92:3",12
"de:05966:10250:91:1",6
"de:05966:10250:92:2",6
"de:05966:10401:91:1",12
"de:05966:10472:91:1",12
"de:05966:10472:91:2",12
"de:05966:10495:91:1",12
"de:05966:10546:91:1",6
"de:05966:10546:92:2",6
"de:05966:10553:91:1",12
"de:05966:10582:91:1",12
"de:05966:10605:91:1",6
"de:05966:10605:91:2",6
"de:05966:10718:91:1",12
"de:05966:10767:91:1",11
"de:05966:10767:92:2",11
"de:05966:10861:91:1",12
"de:05966:11047:91:1",12
"de:05966:11047:92:2",12
"de:05966:11047:92:3",12
"de:05966:14415:91:1",12
"de:05970:10097:91:1",16
"de:05970:10097:91:2",8
"de:05970:10097:92:54",12
"de:05970:10097:93:3",23
"de:05970:10097:93:4",7
"de:05970:10097:93:55",14
"de:05970:10098:91:1",12
"de:05970:10098:91:2",12
"de:05970:10099:91:1",12
"de:05970:10099:92:2",12
"de:05970:10100:91:1",12
"de:05970:10101:91:1",12
"de:05970:10102:91:1",7
"de:05970:10102:92:2",4
"de:05970:10191:91:1",18
"de:05970:10191:92:2",18
"de:05970:10191:92:3",1
"de:05970:10252:91:1",12
"de:05970:10270:91:1",12
"de:05970:10272:91:1",12
"de:05970:10285:91:1",12
"de:05970:10320:91:1",7
"de:05970:10333:91:3",12
"de:05970:10400:91:1",6
"de:05970:10400:92:2",6
"de:05970:10413:91:1",6
"de:05970:10413:92:3",6
"de:05970:10413:92:4",6
"de:05970:10438:91:1",12
"de:05970:10439:91:1",6
"de:05970:10508:91:1",6
"de:05970:10508:92:2",6
"de:05970:10511:91:1",12
"de:05970:10528:91:1",13
"de:05970:10528:91:2",12
"de:05970:10529:91:1",18
"de:05970:10529:91:2",19
"de:05970:10554:91:1",12
"de:05970:10560:91:1",6
"de:05970:10560:92:2",6
"de:05970:10568:91:1",6
"de:05970:10583:91:1",6
"de:05970:10583:92:2",6
"de:05970:10637:91:1",9
"de:05970:10651:91:1",6
"de:05970:10675",12
"de:05970:10688:91:1",6
"de:05970:10688:92:2",8
"de:05970:10700:91:1",6
"de:05970:10731:91:1",12
"de:05970:10758:91:1",12
"de:05970:10759:91:1",12
"de:05970:10798:91:1",4
"de:05970:10798:92:2",3
"de:05970:10798:93:3",2
"de:05970:10799",7
"de:05970:10891:91:1",9
"de:05970:10892:91:1",7
"de:05970:10893:91:1",12
"de:05970:11628:91:1",12
"de:05974:11078:91:1",12
"de:05974:11078:92:2",12
"de:05974:11246:91:1",24
"de:05974:11246:92:2",17
"de:05974:11246:92:4",17
"de:05974:11303:91:1",12
"de:05974:11303:91:2",12
"de:05974:11593:91:1",17
"de:05974:11593:92:2",17
"de:05974:12851:91:1",12
"de:05974:12851:92:2",12
"de:05974:12909:91:1",12
"de:05974:12909:91:2",12
"de:05974:32585:91:1",12
"de:05974:32585:92:2",12
"de:05974:35376:91:1",12
"de:05974:35376:92:2",12
"de:05974:35377:91:1",12
"de:05974:35377:92:2",12
"de:05974:60002:91:1",12
"de:05974:60002:92:2",12
"de:05974:6058:91:1",12
"de:05974:6058:92:2",12
"de:05978:11000:91:1",12
"de:05978:11000:92:2",12
"de:05978:11179:91:5",12
"de:05978:11179:92:4",13
"de:05978:11179:93:2",12
"de:05978:11179:93:3",11
"de:05978:11186:91:1",24
"de:05978:11186:92:2",24
"de:05978:11188:91:1",12
"de:05978:11188:92:2",12
"de:05978:11213:91:1",18
"de:05978:11213:91:2",18
"de:05978:11217:91:1",12
"de:05978:11217:92:2",12
"de:05978:11218:91:1",23
"de:05978:11218:91:18",1
"de:05978:11218:92:2",24
"de:05978:11218_G",24
"de:05978:12086:91:1",12
"de:05978:12086:92:2",12
"de:05978:16093:91:1",12
"de:05978:16102:91:1",12
"de:05978:16135:91:1",18
"de:05978:16135:91:2",6
"de:05978:16135:92:3",12
"de:05978:17854:98:1",12
"de:05978:17854:98:3",22
"de:05978:17977:97:2",17
"de:05978:17977:98:1",17
"de:05978:21696:91:2",12
"de:05978:21858:91:2",9
"de:05978:21858:92:3",9
"de:05978:32759:92:1",12
"de:05978:32759:92:11",10
"de:05978:32759:93:2",12
"de:05978:32759:94:12",1
"de:05978:32759:94:13",11
"de:05978:60001:91:1",6
"de:05978:60001:91:2",6
"de:05978:6054:91:1",24
"de:05978:63583:91:1",6
"de:05978:63583:91:2",6
"de:05978:63583:92:3",12
"de:05978:63583:92:4",12
"de:05978:63583:93:5",12
"de:05978:63583:93:6",12
"de:05978:63617:91:1",24
"de:06411:11226",19
"de:06411:11320",37
"de:06411:11321",37
"de:06411:11328",18
"de:06411:16027",12
"de:06411:4720",37
"de:06411:4732",24
"de:06411:4733",24
"de:06411:4734",104
"de:06411:4734_G",2
"de:06412:1008",158
"de:06412:1008_G",24
"de:06412:101",144
"de:06412:10_G",277
"de:06412:10_G_G",1
"de:06412:11",257
"de:06412:110",66
"de:06412:11073",29
"de:06412:11500",52
"de:06412:11501",144
"de:06412:11511",12
"de:06412:1204",183
"de:06412:1217",97
"de:06412:1217_G",1
"de:06412:1370",48
"de:06412:140",64
"de:06412:1450",48
"de:06412:1830",76
"de:06412:1_G",257
"de:06412:2097",60
"de:06412:2099",31
"de:06412:2199",24
"de:06412:2199_G",24
"de:06412:2298",24
"de:06412:2499",48
"de:06412:2599",24
"de:06412:2799",48
"de:06412:2899",82
"de:06412:2930",71
"de:06412:510_G",257
"de:06412:525",257
"de:06412:526_G",30
"de:06412:7010",257
"de:06412:903",113
"de:06412:907",144
"de:06412:912_G",219
"de:06412:912_G_G",2
"de:06412:933",48
"de:06413:11263",113
"de:06413:11264",113
"de:06413:11265",113
"de:06413:2501",41
"de:06413:2601",113
"de:06413:2640",56
"de:06413:8601",29
"de:06414:11129:2:2",24
"de:06414:11131",18
"de:06414:11154",18
"de:06414:11324",24
"de:06414:11325",24
"de:06414:6903",64
"de:06414:6906",72
"de:06414:6907",136
"de:06431:1502:1:2",24
"de:06431:1502:4:1",24
"de:06431:1590:1:2",12
"de:06431:1590:3:1",12
"de:06431:1757:1:2",13
"de:06431:1757:3:1",13
"de:06431:1771",24
"de:06431:2005:1:1",14
"de:06431:236:1:1",18
"de:06431:236:1:2",16
"de:06431:236:5:3",17
"de:06431:236:5:4",11
"de:06431:248:1:1",12
"de:06431:248:3:2",12
"de:06431:270:4:2",11
"de:06431:270:4:3",12
"de:06431:270:5:5",12
"de:06431:286:1:1",12
"de:06431:286:2:2",12
"de:06431:2886:1:DB",24
"de:06431:303:1:DB",24
"de:06431:3045:1:1",12
"de:06431:3045:4:2",12
"de:06431:3047:1:2",12
"de:06431:3047:4:1",12
"de:06431:3360:1:2",12
"de:06431:3360:3:1",12
"de:06431:3366:1:DB",24
"de:06431:410:1:1",6
"de:06431:410:2:2",6
"de:06431:416:2:1",7
"de:06431:416:2:2",7
"de:06431:416_G",24
"de:06431:426:1:DB",14
"de:06431:4526:1:1",18
"de:06431:4526:3:2",18
"de:06431:874:1:DB",24
"de:06431:891:1:DB",24
"de:06431:990:1:1",6
"de:06431:990:2:2",6
"de:06431:990:2:3",12
"de:06432:11218",18
"de:06432:11219",37
"de:06432:11227",12
"de:06432:11228",19
"de:06432:11229",19
"de:06432:11230",12
"de:06432:11236",12
"de:06432:11251",36
"de:06432:11252",24
"de:06432:11258",18
"de:06432:11260",18
"de:06432:11261",18
"de:06432:11327",24
"de:06432:11487",12
"de:06432:11488",12
"de:06432:24528",13
"de:06432:4792",24
"de:06432:8123",12
"de:06432:8456_G",30
"de:06432:8563",42
"de:06433:11257",24
"de:06433:11267",12
"de:06433:11268",12
"de:06433:11269",12
"de:06433:11326",24
"de:06433:2802",36
"de:06433:2901",52
"de:06433:4801",36
"de:06433:4802",24
"de:06433:4899",36
"de:06433:4910",48
"de:06433:4912",73
"de:06433:4913",60
"de:06433:6801",24
"de:06433:6802",36
"de:06433:6899",24
"de:06433:6901",36
"de:06433:6999",84
"de:06434:11199",18
"de:06434:11199_G",18
"de:06434:11502_G",48
"de:06434:2200",24
"de:06434:2252",24
"de:06434:2303_G",49
"de:06434:2303_G_G",1
"de:06434:2330",48
"de:06434:4218",24
"de:06434:4230",24
"de:06434:4301",48
"de:06434:4301_G",24
"de:06434:4303",66
"de:06434:4303_G",42
"de:06434:4399",73
"de:06434:4399_G",25
"de:06434:6301",24
"de:06434:6301_G",24
"de:06434:6302",24
"de:06434:6302_G",24
"de:06434:6303",24
"de:06434:6303_G",24
"de:06434:6304",24
"de:06434:6304_G",24
"de:06434:6305",24
"de:06434:6305_G",24
"de:06434:6306",24
"de:06434:6306_G",24
"de:06434:6307",24
"de:06434:6307_G",24
"de:06434:6308",24
"de:06434:6308_G",24
"de:06434:6398",24
"de:06434:6398_G",24
"de:06435:11052",21
"de:06435:11053",12
"de:06435:11054",14
"de:06435:11055",24
"de:06435:11056",12
"de:06435:11057",12
"de:06435:11058",39
"de:06435:11059",12
"de:06435:11060",12
"de:06435:11061",24
"de:06435:11062",12
"de:06435:11063",12
"de:06435:11152",15
"de:06435:11153",15
"de:06435:11173",15
"de:06435:11209",24
"de:06435:11316",6
"de:06435:11317",11
"de:06435:11322",19
"de:06435:11480",19
"de:06435:2504",24
"de:06435:3704",19
"de:06435:4501",24
"de:06435:4502",24
"de:06435:4503",144
"de:06435:4504",26
"de:06435:4542",14
"de:06435:4543_G",14
"de:06435:4544",33
"de:06435:4545",15
"de:06435:4548",14
"de:06435:4549",15
"de:06435:4599",30
"de:06435:8560",12
"de:06435:8617",24
"de:06436:11106",24
"de:06436:11503",25
"de:06436:2001",31
"de:06436:2101",29
"de:06436:2112",24
"de:06436:2113",24
"de:06436:2201",48
"de:06436:2213",48
"de:06436:2230",24
"de:06436:2230_G",24
"de:06436:2231",24
"de:06436:2243",24
"de:06436:2299",48
"de:06436:4101",25
"de:06436:4102",25
"de:06436:4199",46
"de:06436:4279",24
"de:06436:4280",24
"de:06436:4295",24
"de:06436:4299",48
"de:06436:4299_G",24
"de:06436:4911",29
"de:06436:4998",29
"de:06436:6199",25
"de:06436:6998",38
"de:06437:11220",19
"de:06437:11221",19
"de:06437:11222",19
"de:06437:11223",19
"de:06437:11224",6
"de:06437:11231",12
"de:06437:11232",12
"de:06437:11233",12
"de:06437:11305",12
"de:06437:11447",6
"de:06437:11448",6
"de:06438:11215",24
"de:06438:11505",48
"de:06438:11519",27
"de:06438:11520",27
"de:06438:2700",24
"de:06438:2701",60
"de:06438:2702",72
"de:06438:2703",24
"de:06438:2704",24
"de:06438:2705",84
"de:06438:2706",24
"de:06438:2801",24
"de:06438:4530",26
"de:06438:4598",26
"de:06438:4615",29
"de:06438:4640",29
"de:06438:4641",29
"de:06438:4642",29
"de:06438:4643",29
"de:06438:4644",29
"de:06438:4646",53
"de:06438:4647",27
"de:06438:4690",28
"de:06438:4694",27
"de:06438:4730",24
"de:06438:4790",24
"de:06438:4799",24
"de:06438:6601",24
"de:06438:8562",6
"de:06439:11028",18
"de:06439:11029",18
"de:06439:11030",17
"de:06439:11031",17
"de:06439:11032",17
"de:06439:11033",17
"de:06439:11034",17
"de:06439:11035",15
"de:06439:11036",15
"de:06439:11037",15
"de:06439:11201",14
"de:06439:11318",19
"de:06439:6101",66
"de:06440:11132",26
"de:06440:11133",38
"de:06440:11134",26
"de:06440:11135",38
"de:06440:11143",14
"de:06440:11144",14
"de:06440:11145",29
"de:06440:11146",13
"de:06440:11147",13
"de:06440:11149",15
"de:06440:11150",15
"de:06440:11151",15
"de:06440:11155",32
"de:06440:11156",14
"de:06440:11157",14
"de:06440:11158",14
"de:06440:11159",14
"de:06440:11160",14
"de:06440:11161",14
"de:06440:11162",19
"de:06440:11176",26
"de:06440:11197",17
"de:06440:11197_G",17
"de:06440:11198",17
"de:06440:11198_G",17
"de:06440:11446",18
"de:06440:11486",18
"de:06440:11518",18
"de:06440:11518_G",18
"de:06440:2401_G",48
"de:06440:2402",75
"de:06440:2440",15
"de:06440:4401",48
"de:06440:4402",24
"de:06440:4403",24
"de:06440:4499",48
"de:06440:6401",131
"de:06440:6401_G_G",19
"de:06440:6499_G",24
"de:06440:6501",14
"de:06440:6502",14
"de:06440:6503",14
"de:06440:6504",29
"de:06440:6599",14
"de:06531:11011",24
"de:06531:11016",124
"de:06531:11085",24
"de:06531:11130",26
"de:06531:11137",15
"de:06531:11138",17
"de:06531:11139",17
"de:06531:11140",17
"de:06531:11141",18
"de:06531:11142",14
"de:06531:11175",19
"de:06531:11178",19
"de:06531:11180",19
"de:06531:11181",10
"de:06531:11182",9
"de:06531:11183",19
"de:06531:11184",9
"de:06531:11205",26
"de:06531:14672",24
"de:06531:14731",17
"de:06532:11001",13
"de:06532:11002",13
"de:06532:11003",28
"de:06532:11004",20
"de:06532:11005",40
"de:06532:11006",13
"de:06532:11007",25
"de:06532:11008",13
"de:06532:11009",13
"de:06532:11010",13
"de:06532:11012",13
"de:06532:11013",13
"de:06532:11014",49
"de:06532:11015",25
"de:06532:11026",9
"de:06532:11027",9
"de:06532:11120_G",12
"de:06532:11121",12
"de:06532:11122",12
"de:06532:11123",12
"de:06532:11188",13
"de:06532:11514",14
"de:06532:11514_G",14
"de:06532:11515",14
"de:06532:11515_G",14
"de:06532:11517",13
"de:06533:11017",15
"de:06533:11018",15
"de:06533:11019",15
"de:06533:11020",15
"de:06533:11021",15
"de:06533:11022",15
"de:06533:11023",27
"de:06533:11025",77
"de:06533:11111",12
"de:06533:11112",12
"de:06533:11113",12
"de:06533:11114",12
"de:06533:11115",12
"de:06533:11116",12
"de:06533:11117",12
"de:06533:11118",24
"de:06533:11119",12
"de:06533:11124",13
"de:06533:11125",13
"de:06533:11126",18
"de:06533:11127_G",13
"de:06533:11128",18
"de:06533:11136",12
"de:06533:11174",30
"de:06534:10011",60
"de:06534:10281",12
"de:06534:11075",18
"de:06534:11076",24
"de:06534:11077",24
"de:06534:11078",12
"de:06534:11079",12
"de:06534:11080",39
"de:06534:11082",24
"de:06534:11083",24
"de:06534:11084",24
"de:06534:11086",12
"de:06534:11087",12
"de:06534:11088",12
"de:06534:11089",12
"de:06534:11090",12
"de:06534:11091",12
"de:06534:11092",12
"de:06534:11093",12
"de:06534:11094",12
"de:06534:11095",12
"de:06534:11110",12
"de:06534:11200",12
"de:06534:11323",25
"de:06535:11179",13
"de:06535:11186",10
"de:06535:11187",13
"de:06535:11189",13
"de:06535:11190",14
"de:06535:11203",13
"de:06535:11210",18
"de:06535:11465",13
"de:06611:200001::4",36
"de:06611:200001::5",38
"de:06611:200001::6",2
"de:06611:200001_G",56
"de:06611:200002::A",24
"de:06611:200002::B",24
"de:06611:200003::A",24
"de:06611:200003::B",24
"de:06611:200004::A",24
"de:06611:200004::B",4
"de:06611:200004::C",24
"de:06611:200006::A",24
"de:06611:200006::B",24
"de:06611:200007::7",1
"de:06611:200007::8",1
"de:06611:200007::9",1
"de:06611:200007_G_G",76
"de:06611:200007_G_G_G",1
"de:06611:200012::A",24
"de:06611:200012::E",24
"de:06611:200014::A",24
"de:06611:200014::B",24
"de:06611:200015::A",24
"de:06611:200015::B",24
"de:06611:200016::A",24
"de:06611:200016::B",24
"de:06611:200017::A",24
"de:06611:200017::B",24
"de:06611:200018::A",24
"de:06611:200018::B",24
"de:06611:200032::B",4
"de:06611:200033::B",4
"de:06611:200034::A",4
"de:06611:200035::B",4
"de:06611:200040::A",12
"de:06611:200040::B",12
"de:06611:200041::A",12
"de:06611:200041::B",12
"de:06611:200042::A",12
"de:06611:200042::B",12
"de:06611:200055::A",36
"de:06611:200055::B",36
"de:06611:200073::C",36
"de:06611:200073::D",36
"de:06611:200073::E",4
"de:06611:200088::B",4
"de:06611:200225",28
"de:06611:200225::2",1
"de:06611:200274::1",24
"de:06611:200274::2",24
"de:06611:200291::1",24
"de:06611:200291::2",24
"de:06611:200436::A",36
"de:06611:200436::B",36
"de:06611:209755::1",24
"de:06611:209755::2",24
"de:06631:11047",12
"de:06631:11048",14
"de:06631:11049",52
"de:06631:11049_G",3
"de:06631:11050",13
"de:06631:11051",13
"de:06631:11064",12
"de:06631:11065",12
"de:06631:11066",12
"de:06631:11067",12
"de:06631:11068",12
"de:06631:11069",12
"de:06631:11070",12
"de:06631:11071",12
"de:06631:11072",12
"de:06631:11194",13
"de:06631:11195",13
"de:06631:11196",13
"de:06632:202024",12
"de:06632:202026",26
"de:06632:202026_G",1
"de:06632:202110",50
"de:06632:202267",12
"de:06632:202352",12
"de:06632:202508",24
"de:06632:202580",12
"de:06632:202598",12
"de:06632:209619",12
"de:06632:209620",12
"de:06632:209637",12
"de:06633:201373",10
"de:06633:201373::1",12
"de:06633:201373::2",12
"de:06633:201485::1",12
"de:06633:203002",12
"de:06633:203002::1",24
"de:06633:203030::1",24
"de:06633:203050",10
"de:06633:203095",36
"de:06633:203155::1",24
"de:06633:203240::1",12
"de:06633:203240::3",12
"de:06633:203338::1",12
"de:06633:203338::3",12
"de:06633:203423::1",24
"de:06633:203459::1",12
"de:06633:203459::2",12
"de:06633:203833",12
"de:06633:203833::1",12
"de:06633:203833::2",12
"de:06633:203833::3",24
"de:06633:203842",13
"de:06633:203903",10
"de:06633:203931",12
"de:06633:203931::4",12
"de:06633:203965::1",12
"de:06633:203971",12
"de:06633:203971::1",6
"de:06633:203971::2",6
"de:06633:203971::4",12
"de:06633:203976",29
"de:06633:209611",13
"de:06633:209646::1",12
"de:06633:209646::2",12
"de:06633:209695::1",12
"de:06633:209753::1",24
"de:06633:209753::2",24
"de:06634:204063",12
"de:06634:204100",11
"de:06634:204154",6
"de:06634:204236",24
"de:06634:204385",24
"de:06634:204401",12
"de:06634:204476",12
"de:06634:204507",8
"de:06634:204514",6
"de:06634:204662_G",18
"de:06634:204729",20
"de:06634:204736",6
"de:06634:204805",23
"de:06634:204813_G",24
"de:06634:204814",25
"de:06634:204901",12
"de:06634:209633",12
"de:06634:209651",11
"de:06634:209655",8
"de:06634:209656",14
"de:06634:209662",6
"de:06634:209697",12
"de:06635:205076",6
"de:06635:205080",6
"de:06635:205089",6
"de:06635:205191",7
"de:06635:205215",12
"de:06635:205216",12
"de:06635:205218",12
"de:06635:205326_G",12
"de:06635:205355",9
"de:06635:205453",9
"de:06635:205454",20
"de:06635:205586",12
"de:06635:205601",7
"de:06635:205608",7
"de:06635:205626",12
"de:06635:205718",8
"de:06635:205843",8
"de:06635:205902",12
"de:06635:205986",9
"de:06635:209639",12
"de:06635:209747",12
"de:06635:209751",12
"de:06635:209765",9
"de:06636:206068",24
"de:06636:206159",12
"de:06636:206285",37
"de:06636:206404",12
"de:06636:206454",25
"de:06636:206569",12
"de:06636:206597",12
"de:06636:206722",24
"de:06636:209615",13
"de:07111:010001_G",138
"de:07111:010003",72
"de:07111:010063",12
"de:07111:010070",14
"de:07111:010141",24
"de:07111:010187",14
"de:07131:080021",24
"de:07131:080023",24
"de:07131:080041",24
"de:07131:080058",24
"de:07131:080071",24
"de:07131:080087",36
"de:07131:080107",48
"de:07131:080113",12
"de:07131:080125",24
"de:07131:080141",24
"de:07131:080342",24
"de:07131:080359",12
"de:07131:080359_G",2
"de:07131:080363",2
"de:07131:080366",2
"de:07131:080385",3
"de:07131:080398",3
"de:07131:080411",2
"de:07131:080417",2
"de:07132:090004",12
"de:07132:090011",12
"de:07132:090024",24
"de:07132:090092",12
"de:07132:090127",18
"de:07132:090159",12
"de:07132:090171",54
"de:07132:090202",18
"de:07132:090210",12
"de:07132:090219",12
"de:07132:090233",12
"de:07132:090237",12
"de:07132:090363",18
"de:07132:090370",12
"de:07132:090397",18
"de:07132:090408",6
"de:07132:090413",36
"de:07132:090457",24
"de:07132:090473",36
"de:07132:090493",24
"de:07132:090499",24
"de:07132:090544",18
"de:07132:090581",30
"de:07133:30541:1:1",7
"de:07133:30541:3:2",9
"de:07133:30563:1:1",9
"de:07133:30563:3:2",7
"de:07133:30574:1:1",16
"de:07133:30574:3:2",13
"de:07133:30574:3:3",2
"de:07133:30582:1:1",9
"de:07133:30582:3:2",7
"de:07133:30624:1:1",15
"de:07133:30624:3:2",13
"de:07133:30663:1:1",11
"de:07133:30663:3:2",14
"de:07133:30663:3:3",2
"de:07133:30680:1:1",9
"de:07133:30680:2:2",9
"de:07133:30681:1:1",9
"de:07133:30681:2:2",7
"de:07133:8175:1:1",7
"de:07133:8175:1:2",7
"de:07133:8176",14
"de:07133:8177:1:1",10
"de:07133:8177:1:2",13
"de:07133:8177:4:3",10
"de:07133:8177:4:4",15
"de:07133:8178:1:1",10
"de:07133:8178:3:2",11
"de:07133:8178:3:3",12
"de:07133:8178:4:4",6
"de:07133:8178:4:5",11
"de:07133:8179:1:1",7
"de:07133:8179:2:2",8
"de:07133:8180:1:1",7
"de:07133:8180:3:2",8
"de:07133:8184:1:1",7
"de:07133:8184:2:2",8
"de:07134:35000:1:1",9
"de:07134:35000:3:2",9
"de:07134:35000:3:3",21
"de:07134:35021:1:1",9
"de:07134:35021:3:2",9
"de:07134:35401:1:1",7
"de:07134:35401:2:2",7
"de:07134:35406:1:1",6
"de:07134:35406:2:2",8
"de:07134:35406:2:3",12
"de:07134:35409",2
"de:07134:35410:1:32",1
"de:07134:35410:3:33",2
"de:07134:35411:1:1",7
"de:07134:35411:1:2",7
"de:07134:35415",12
"de:07134:35470",12
"de:07134:35475",12
"de:07135:070001",15
"de:07135:070002",15
"de:07135:070003",40
"de:07135:070004",15
"de:07135:070005",15
"de:07135:070006",40
"de:07135:070007",13
"de:07135:070008",13
"de:07135:070009",49
"de:07135:070010",10
"de:07135:070011_G",10
"de:07137:030005",12
"de:07137:030008",12
"de:07137:030030",15
"de:07137:030031",15
"de:07137:030032",15
"de:07137:030033",15
"de:07137:030034",40
"de:07137:030035",14
"de:07137:030036",24
"de:07137:030037",12
"de:07137:030038",22
"de:07137:030039",49
"de:07137:030040",12
"de:07137:030041",12
"de:07137:030042",24
"de:07137:030043",24
"de:07137:030044",24
"de:07137:030045",24
"de:07137:030046",24
"de:07137:030047",24
"de:07137:030048",22
"de:07137:030049",12
"de:07137:030050",10
"de:07138:020005",12
"de:07138:020033",24
"de:07138:020037",24
"de:07138:020040",48
"de:07138:020041",12
"de:07138:020042",12
"de:07138:020043",24
"de:07138:020044",24
"de:07138:020045",12
"de:07140:060004",28
"de:07140:060008",12
"de:07140:060029",12
"de:07140:060039",32
"de:07140:060067",8
"de:07140:060076",8
"de:07140:060080",12
"de:07140:060101",8
"de:07140:060124",8
"de:07141:050005",17
"de:07141:050017",50
"de:07141:050036",15
"de:07141:050060",22
"de:07141:050085",17
"de:07141:050095",14
"de:07141:050111",17
"de:07141:050121",15
"de:07141:050130",14
"de:07141:050138",20
"de:07141:050152",27
"de:07141:050210",14
"de:07141:050296",15
"de:07141:050313",15
"de:07141:050321",16
"de:07141:050323",15
"de:07141:050330",15
"de:07141:050350",15
"de:07141:050383",20
"de:07141:050390",14
"de:07141:11073",15
"de:07143:040001",12
"de:07143:040002",12
"de:07143:040003",12
"de:07143:040004_G",12
"de:07143:040005",12
"de:07143:040006",12
"de:07143:040007",12
"de:07143:040008",12
"de:07143:040009",12
"de:07143:040010",12
"de:07143:040011",12
"de:07143:040012",12
"de:07143:040013",12
"de:07143:040014",7
"de:07143:040015",7
"de:07143:040016",7
"de:07143:040017",12
"de:07143:040018_G",13
"de:07143:040019",13
"de:07143:040020_G",13
"de:07211:1318",75
"de:07211:1501:1:1",12
"de:07211:1501:1:2",13
"de:07211:2106:1:1",7
"de:07211:2106:3:2",12
"de:07211:2106:3:3",19
"de:07211:2122:1:1",12
"de:07211:2122:2:2",12
"de:07211:2302:1:1",25
"de:07211:2302:1:2",13
"de:07211:9001:1:1",12
"de:07211:9001:1:2",12
"de:07231:40035:1:1",6
"de:07231:40035:2:2",6
"de:07231:40283:1:1",12
"de:07231:40283:2:2",12
"de:07231:40726:1:1",12
"de:07231:40726:3:2",12
"de:07231:40748:1:1",12
"de:07231:40748:3:2",12
"de:07231:40916:1:2",17
"de:07231:40916:1:3",18
"de:07231:40916:3:1",11
"de:07231:40916:4:5",1
"de:07231:40989:1:DB",12
"de:07231:40998",12
"de:07231:7327:1:DB",12
"de:07231:7358:3:2",6
"de:07231:7358:3:3",6
"de:07232:20038:1:1",13
"de:07232:20038:3:2",1
"de:07232:20130:1:1",6
"de:07232:20130:1:2",7
"de:07232:20614:1:DB",12
