"stop_id","count"
"cz:55521:60005:1:Gl.1",7
"cz:55521:60006:1:Gl.1",7
"cz:55521:60007:1:Gl.1",10
"cz:55521:60008:1:Gl.1",3
"cz:55521:60009:1:Gl.1",11
"cz:55521:60010:1:Gl.1",11
"cz:55521:60011:1:Gl.1",11
"cz:55521:60013:1:Gl.1",11
"cz:55521:60014:1:Gl.1",11
"cz:55522:62500:1:Gl.3",15
"cz:55522:62502:1:Gl.1",4
"cz:55522:62503:1:Gl.1",10
"cz:55522:62504:1:Gl.1",4
"cz:55522:62505:1:Gl.1",10
"cz:55522:62506:1:Gl.1",10
"cz:55522:62507:1:1",9
"cz:55522:62507:1:2",27
"cz:55522:62508:1:Gl.1",10
"cz:55522:62509:1:Gl.1",10
"cz:55522:62510:1:Gl.1",10
"cz:55522:62511:1:Gl.1",10
"cz:55522:62512:1:Gl.1",10
"cz:55522:62513:1:Gl.1",10
"cz:55522:62514:1:Gl.1",4
"cz:55522:62515:1:Gl.1",10
"cz:55522:62516:1:Gl.1",10
"cz:55522:62517:1:Gl.1",10
"cz:55522:62518:1:Gl.1",12
"cz:55522:62520:1:Gl.1",12
"cz:55522:62521:1:Gl.1",7
"cz:55522:62521:2:Gl.2",6
"cz:55522:62522:1:Gl.1",12
"cz:55522:62523:1:Gl.1",7
"cz:55522:62524:1:Gl.1",6
"cz:55522:62525:1:Gl.1",10
"cz:55522:62526:1:Gl.1",8
"cz:55522:62527:1:Gl.1",8
"cz:55522:62528:1:Gl.1",8
"cz:55522:62534:1:Gl.1",9
"cz:55522:62544:1:Gl.1",6
"cz:55522:62558:1:Gl.1",10
"cz:55522:62558:2:Gl.2",10
"cz:55522:67534:1:1",6
"cz:55523:20003:1:Gl.1",6
"cz:55523:20003:1:Gl.2",6
"cz:55523:20004:1:Gl.1",6
"cz:55525:19990:1:Gl.1",6
"cz:55525:20005:1:Gl.1",6
"cz:55525:20006:1:Gl.1",6
"cz:55525:20007:1:Gl.1",12
"cz:55525:20009:1:Gl.1",6
"cz:55525:20010:1:Gl.1",6
"cz:55525:20011:1:Gl.1",6
"cz:55525:30522:1:Gl.1",18
"cz:55525:64999:1:Gl.1",18
"cz:55525:65000:2:Gl.2",12
"cz:55525:65001:1:Gl.1",30
"cz:55525:65002:1:Gl.1",6
"cz:55525:65003:1:Gl.1",6
"cz:55525:65004:1:Gl.1",12
"cz:55525:65005:1:Gl.1",12
"cz:55525:65006:1:Gl.1",6
"cz:55525:65007:1:Gl.1",12
"cz:55525:65008:1:Gl.1",6
"cz:55525:65009:1:Gl.1",6
"de:01001:27253",36
"de:01002:49079",96
"de:01002:49178",12
"de:01002:49232",12
"de:01002:49315",12
"de:01002:49316",12
"de:01002:49320",24
"de:01002:49327",12
"de:01002:88905",24
"de:01003:57774",12
"de:01003:57819",86
"de:01003:57832",12
"de:01003:58008",12
"de:01003:58093",12
"de:01003:58094",12
"de:01003:58098",12
"de:01003:58101",12
"de:01003:58104",12
"de:01004:23309",12
"de:01004:66023",75
"de:01004:66202",12
"de:01004:66208",27
"de:01051:15946",12
"de:01051:1627",6
"de:01051:17279",12
"de:01051:39654",36
"de:01051:46859",12
"de:01051:57124",12
"de:01051:60319",12
"de:01051:68292",6
"de:01051:76506",12
"de:01051:86484",12
"de:01051:89612",12
"de:01051:90817",12
"de:01051:98211",12
"de:01053:25952:10:1",21
"de:01053:25952:10:2",20
"de:01053:25953:10:1",36
"de:01053:25953:10:2",5
"de:01053:8000058",15
"de:01053:8000058:99:99",8
"de:01053:8003577:1:1",3
"de:01053:8003577:1:2",9
"de:01053:8004057",12
"de:01053:8004177",6
"de:01053:8004177:99:99",6
"de:01053:8004952:1:1",6
"de:01053:8004952:2:2",6
"de:01053:8005468",6
"de:01053:8005468:99:99",6
"de:01054:100922",12
"de:01054:13478",14
"de:01054:18717",8
"de:01054:18719",12
"de:01054:19259",8
"de:01054:28645",12
"de:01054:29506",12
"de:01054:38431",12
"de:01054:44660",36
"de:01054:48515",12
"de:01054:48530",12
"de:01054:48669",17
"de:01054:49993",17
"de:01054:53380",14
"de:01054:58706",8
"de:01054:6219",12
"de:01054:6220",12
"de:01054:62722",15
"de:01054:66926",33
"de:01054:66969",12
"de:01054:80501",12
"de:01054:89661",10
"de:01054:90089",12
"de:01054:91121",10
"de:01054:91940",12
"de:01054:92761",10
"de:01054:98523",18
"de:01055:26265",24
"de:01055:34542",14
"de:01055:5261",24
"de:01055:6090",38
"de:01055:66582",14
"de:01055:72963",12
"de:01055:74957",12
"de:01055:80952",13
"de:01055:84555",14
"de:01055:90920",14
"de:01056:37964",36
"de:01056:37994",12
"de:01056:8001387:1:1",6
"de:01056:8001387:2:2",6
"de:01056:8004888:1:1",16
"de:01056:8004888:2:2",14
"de:01056:8005887:1:1",14
"de:01056:8005887:2:2",16
"de:01056:8007069",19
"de:01056:83950:10:1",36
"de:01056:83950:10:2",36
"de:01056:85950:10:1",30
"de:01056:85950:10:2",52
"de:01056:97960:1:1",31
"de:01056:97960:1:1a",19
"de:01056:97960:2:2",29
"de:01056:97960:2:3",18
"de:01056:98950:10:1",36
"de:01056:98950:10:2",36
"de:01056:99950:10:1",36
"de:01056:99950:10:2",36
"de:01056:99951:10:2",35
"de:01056:99951:1:5",14
"de:01056:99951:2:1",37
"de:01056:99951:2:3",16
"de:01056:99960",20
"de:01056:99962",19
"de:01056:99963",19
"de:01056:99964",20
"de:01056:99965",19
"de:01057:3365",12
"de:01057:74145",24
"de:01057:74630",24
"de:01057:75570",24
"de:01058:11755",24
"de:01058:13463",12
"de:01058:22679",24
"de:01058:26827",24
"de:01058:27479",12
"de:01058:30495",24
"de:01058:31196",6
"de:01058:34526",6
"de:01058:3797",12
"de:01058:43067",12
"de:01058:51610",12
"de:01058:60431",12
"de:01058:68811",12
"de:01058:722",12
"de:01058:72269",6
"de:01058:72711",24
"de:01058:76697",36
"de:01058:77715",12
"de:01058:8050",6
"de:01058:83619",12
"de:01058:8564",6
"de:01058:96398",12
"de:01059:44628",24
"de:01059:47298",24
"de:01059:81683",24
"de:01059:89501",24
"de:01059:89597",24
"de:01059:90046",12
"de:01060:36961_G",36
"de:01060:37903:1:1",6
"de:01060:37903:2:2",6
"de:01060:37960",36
"de:01060:37961",48
"de:01060:37962",84
"de:01060:37963",36
"de:01060:37969",36
"de:01060:37970",36
"de:01060:37971",36
"de:01060:37972",36
"de:01060:37973",12
"de:01060:37974",23
"de:01060:37975",36
"de:01060:37977",12
"de:01060:37980:1:1",12
"de:01060:37981",19
"de:01060:37982",12
"de:01060:37983",12
"de:01060:37985",12
"de:01060:37986",36
"de:01060:37988",15
"de:01060:37989",15
"de:01060:37990",15
"de:01060:37991",19
"de:01060:37992",19
"de:01060:37993",19
"de:01060:8007148",22
"de:01061:100055",12
"de:01061:101825",24
"de:01061:15148",12
"de:01061:31055",15
"de:01061:41767",13
"de:01061:44297",12
"de:01061:46671",37
"de:01061:51381",15
"de:01061:51387",14
"de:01062:25951:10:1",20
"de:01062:25951:10:2",21
"de:01062:37978:1:1",12
"de:01062:37979:1:1",5
"de:01062:37979:2:2",7
"de:01062:37979:3:3",12
"de:01062:37979:4:4",12
"de:01062:37979:4:5",12
"de:01062:8000446:1:1",18
"de:01062:8000446:2:4",18
"de:01062:8000480:1:1",12
"de:01062:8000480:2:2",12
"de:01062:8000804:1:1",6
"de:01062:8000804:2:2",6
"de:01062:8000804:2:3",12
"de:01062:8003478:1:1",6
"de:01062:8003478:2:2",6
"de:01062:8005019:1:1",12
"de:01062:8005019:1:2",12
"de:02000:10950:10:3",79
"de:02000:10950:10:4",111
"de:02000:10950:11:1",108
"de:02000:10950:11:2",78
"de:02000:10950:1:5",5
"de:02000:10950:1:5A-C",13
"de:02000:10950:1:5D-E",19
"de:02000:10950:1:6A-C",10
"de:02000:10950:2:7A-D",13
"de:02000:10950:2:7G-I",12
"de:02000:10950:3:11",8
"de:02000:10950:3:11A-C",3
"de:02000:10950:3:11D-F",10
"de:02000:10950:3:12",12
"de:02000:10950:3:12A-B",2
"de:02000:10950:3:12C-F",5
"de:02000:10950:4:13",16
"de:02000:10950:4:13A-C",11
"de:02000:10950:4:13D-F",20
"de:02000:10950_G_G_G",6
"de:02000:10951:10:1",72
"de:02000:10951:10:2",72
"de:02000:10952:10:5",72
"de:02000:10952:10:9",6
"de:02000:10952:11:6",78
"de:02000:10952:12:7",37
"de:02000:10952:12:8",39
"de:02000:10953:10:1",79
"de:02000:10953:10:2",78
"de:02000:10954:10:1",37
"de:02000:10954:10:2",39
"de:02000:11943",70
"de:02000:11943:3:80025511",74
"de:02000:11950:10:8",108
"de:02000:11950_G",112
"de:02000:11952:10:1",112
"de:02000:11952:10:2",108
"de:02000:21950:10:1",37
"de:02000:21950:11:2",38
"de:02000:21951:10:1",38
"de:02000:21951:10:2",38
"de:02000:21952:10:1",38
"de:02000:21952:10:2",38
"de:02000:21953:10:1",38
"de:02000:21953:10:2",38
"de:02000:25950:10:3",36
"de:02000:25950:10:4",37
"de:02000:25950:1:1",6
"de:02000:25950:11:5",2
"de:02000:25950:1:2",6
"de:02000:40950:10:3",72
"de:02000:40950:11:1",36
"de:02000:40950:11:2",36
"de:02000:41950:10:1",72
"de:02000:41950:10:2",72
"de:02000:41951:10:2",72
"de:02000:41951:10:3",45
"de:02000:41951:11:1",68
"de:02000:42018",144
"de:02000:49950",144
"de:02000:54950:10:1",72
"de:02000:54950:10:2",72
"de:02000:54951:10:1",72
"de:02000:54951:10:2",72
"de:02000:60950:10:1",79
"de:02000:60950:10:2",78
"de:02000:60950:1:6",12
"de:02000:60950:1:7",12
"de:02000:60951:10:3",79
"de:02000:60951:10:4",78
"de:02000:60952:10:1",79
"de:02000:60952:10:2",77
"de:02000:61950:10:1",37
"de:02000:61950:10:2",39
"de:02000:70950:10:5",79
"de:02000:70950:10:6",77
"de:02000:70951:10:1",80
"de:02000:70951:10:2",77
"de:02000:70952:10:1",80
"de:02000:70952:10:2",77
"de:02000:71950:10:1",37
"de:02000:71950:10:2",38
"de:02000:71951:10:1",38
"de:02000:71951:10:2",38
"de:02000:71952:10:1",38
"de:02000:71952:10:2",38
"de:02000:71953:10:1",72
"de:02000:71953:10:2",4
"de:02000:8000147",64
"de:02000:8000147_G",3
"de:02000:8002548",205
"de:02000:8002553",31
"de:02000:8002556:10:1",21
"de:02000:8002556:11:2",20
"de:02000:8002558:1:1",12
"de:02000:8002558:1:2",12
"de:02000:8002562:1:80025621",75
"de:02000:8002562:1:80025622",76
"de:02000:8006197:1:1",12
"de:02000:8006197:1:2",12
"de:02000:80950:10:3",112
"de:02000:80950:10:4",108
"de:02000:80951:10:1",112
"de:02000:80951:10:2",108
"de:02000:80952:10:1",113
"de:02000:80952:10:2",108
"de:02000:80953:10:4",41
"de:02000:80953:10:5",116
"de:02000:80953:11:2",112
"de:02000:80953:11:3",37
"de:02000:80954:10:1",75
"de:02000:80954:10:2",75
"de:02000:80955:10:1",75
"de:02000:80955:10:2",75
"de:02000:80956:10:1",76
"de:02000:80956:10:2",75
"de:02000:80957:10:1",76
"de:02000:80957:10:2",75
"de:02000:81950:10:1",72
"de:02000:81950:10:2",74
"de:02000:81950:11:3",5
"de:02000:81951:10:1",82
"de:02000:81952:10:1",40
"de:02000:81952:10:2",40
"de:02000:81953:10:1",42
"de:02000:81953:10:2",40
"de:02000:82950:10:1",72
"de:02000:82950:10:2",72
"de:02000:83960",36
"de:02000:84950:10:3",79
"de:02000:84950:10:4",78
"de:02000:84951:10:1",79
"de:02000:84951:10:2",77
"de:02000:84952:10:1",72
"de:02000:84952:10:2",72
"de:02000:84953:10:1",72
"de:02000:84953:10:2",72
"de:02000:84960",36
"de:02000:84960:10:1",72
"de:02000:84960:10:2",72
"de:02000:86960",36
"de:02000:86961",36
"de:02000:86962",36
"de:02000:90950:10:3",80
"de:02000:90950:10:4",77
"de:02000:99651:10:1",36
"de:02000:99651_G",36
"de:03101:178",110
"de:03101:59",12
"de:03102:2589",12
"de:03102:3080",12
"de:03102:3137",24
"de:03102:3262",12
"de:03102:3284",25
"de:03102:770",24
"de:03103:2015",45
"de:03103:2241",25
"de:03151:1005",12
"de:03151:1019",12
"de:03151:1022",12
"de:03151:1030",12
"de:03151:1104",12
"de:03151:1140",12
"de:03151:2451",12
"de:03151:7009",12
"de:03151:7023",12
"de:03151:800",12
"de:03151:857",12
"de:03151:858",24
"de:03151:997",12
"de:03152:28562",26
"de:03152:33817",69
"de:03152:33817_G",1
"de:03152:37762",25
"de:03152:39486",13
"de:03152:54995",10
